,lead_time,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,hotel_Resort Hotel,meal,country,market_segment,reserved_room_type,assigned_room_type,deposit_type,customer_type
78856,11,43,23,2,2,2,0,0,0,0,0,0,88.5,0,0,0,BB,ITA,Offline TA/TO,A,A,No Deposit,Transient-Party
35689,257,19,9,0,4,2,0,0,0,0,0,0,91.0,0,0,1,HB,GBR,Groups,D,D,No Deposit,Transient-Party
32016,121,4,22,2,5,2,0,0,0,0,0,0,66.8,0,0,1,HB,GBR,Groups,D,D,No Deposit,Transient-Party
103081,298,53,27,0,3,2,0,0,0,0,0,0,78.3,0,2,0,BB,DEU,Online TA,A,C,No Deposit,Transient
20196,4,6,5,0,2,2,0,0,0,0,0,0,98.0,0,2,1,BB,PRT,Online TA,G,G,No Deposit,Transient
25207,144,27,27,3,6,1,0,0,0,0,0,0,83.7,0,1,1,HB,DEU,Offline TA/TO,D,D,No Deposit,Transient
104126,0,3,18,0,3,2,0,0,0,0,0,0,88.0,0,2,0,SC,PRT,Direct,A,A,No Deposit,Transient
97000,24,38,17,0,1,1,0,0,0,0,0,0,170.63,0,0,0,BB,PRT,Direct,E,E,No Deposit,Transient
13461,40,33,17,1,3,2,0,0,0,0,0,0,289.8,0,1,1,HB,PRT,Online TA,F,F,No Deposit,Transient
93232,171,30,20,2,5,2,0,0,0,0,0,0,106.13,0,1,0,BB,DEU,Online TA,D,D,No Deposit,Transient-Party
91024,34,26,19,2,3,2,0,0,0,0,0,0,80.75,0,1,0,BB,IRL,Offline TA/TO,A,A,No Deposit,Transient
32738,94,7,13,1,3,2,0,0,0,0,0,0,62.0,0,0,1,HB,GBR,Groups,A,A,No Deposit,Transient
26976,11,35,26,1,2,2,0,0,0,0,0,0,219.67,1,2,1,BB,ESP,Online TA,D,D,No Deposit,Transient-Party
8697,337,42,9,2,5,2,0,0,0,0,0,101,67.99,0,0,1,HB,GBR,Groups,D,E,No Deposit,Transient-Party
73176,112,35,31,1,3,2,0,0,0,0,0,0,145.0,0,2,0,BB,DEU,Online TA,A,A,No Deposit,Transient
2071,55,40,30,0,3,1,0,0,0,0,0,0,67.5,0,0,1,HB,PRT,Offline TA/TO,A,A,No Deposit,Transient-Party
97139,3,39,19,1,0,1,0,0,0,0,1,0,139.13,0,0,0,BB,PRT,Corporate,A,A,No Deposit,Transient-Party
50984,211,21,20,0,2,2,0,0,0,0,0,111,100.0,0,0,0,BB,PRT,Offline TA/TO,A,A,Non Refund,Transient
61195,278,52,23,2,5,2,0,0,0,0,0,0,73.95,0,0,0,BB,OTHER,Online TA,A,A,No Deposit,Transient
51926,24,24,6,1,2,1,0,0,0,0,0,0,120.0,0,0,0,BB,PRT,Offline TA/TO,A,A,No Deposit,Transient-Party
85227,0,13,21,0,0,2,0,1,0,0,1,0,0.0,0,1,0,BB,PRT,Direct,A,A,No Deposit,Transient
11434,302,19,9,0,4,2,0,0,0,0,0,0,81.0,0,0,1,HB,PRT,Groups,A,A,No Deposit,Transient-Party
74592,344,39,26,2,1,2,0,0,1,0,0,0,170.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
105006,142,6,10,1,2,2,0,0,0,0,1,0,75.0,0,0,0,BB,FRA,Offline TA/TO,A,D,No Deposit,Transient
1591,54,36,5,2,5,2,0,0,0,0,0,0,98.0,0,2,1,BB,CN,Direct,A,A,No Deposit,Transient
26815,342,34,20,2,3,2,0,0,0,1,0,0,185.4,0,2,1,HB,PRT,Online TA,D,D,No Deposit,Transient
3600,0,52,25,0,1,2,0,0,0,0,0,0,55.0,0,0,1,BB,PRT,Online TA,A,A,Non Refund,Transient
77256,17,39,26,1,1,1,0,0,0,0,1,0,170.0,0,1,0,BB,FRA,Groups,A,D,No Deposit,Transient-Party
34214,7,30,26,0,1,1,0,0,0,1,1,0,164.0,0,0,1,BB,PRT,Direct,A,D,No Deposit,Transient
53163,146,27,27,1,1,2,0,0,0,0,0,0,85.5,0,1,0,SC,ITA,Online TA,A,A,No Deposit,Transient
32212,0,5,1,0,1,1,0,0,0,0,0,0,35.0,0,0,1,BB,PRT,Corporate,A,D,No Deposit,Transient
19940,2,5,27,0,1,1,0,0,0,0,0,0,40.0,1,1,1,BB,PRT,Online TA,A,D,No Deposit,Transient
53972,84,30,17,2,3,2,0,0,0,0,0,0,96.3,0,0,0,SC,FRA,Online TA,A,A,No Deposit,Transient
23327,0,19,3,0,1,1,0,0,0,0,0,0,70.0,0,0,1,BB,PRT,Direct,A,E,No Deposit,Transient
80001,10,46,14,2,2,2,0,0,0,0,0,0,43.5,0,0,0,BB,DEU,Offline TA/TO,A,D,No Deposit,Transient
86872,33,17,18,1,1,2,0,0,0,0,0,0,80.1,0,0,0,SC,PRT,Online TA,A,A,No Deposit,Transient
101194,14,47,14,1,3,2,0,0,0,0,0,0,75.27,0,2,0,BB,BEL,Online TA,D,D,No Deposit,Transient
73096,43,35,28,1,2,2,0,0,0,0,0,0,140.0,0,2,0,SC,DEU,Online TA,A,A,No Deposit,Transient
41056,1,34,18,0,1,1,0,0,0,0,0,0,114.0,0,0,0,BB,PRT,Direct,A,A,No Deposit,Transient
3311,66,49,5,1,1,2,0,0,0,0,3,0,64.0,0,0,1,FB,ESP,Groups,A,A,No Deposit,Transient-Party
89022,113,21,18,1,4,2,0,0,0,0,0,0,132.77,0,2,0,BB,GBR,Online TA,A,A,No Deposit,Transient
62103,55,3,18,0,2,1,0,0,0,0,0,0,79.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
100040,44,44,28,0,2,2,1,0,0,0,0,0,100.0,0,0,0,BB,ESP,Offline TA/TO,A,A,No Deposit,Transient
33528,3,10,6,1,4,2,0,0,0,0,0,0,68.4,0,0,1,BB,IRL,Direct,D,D,No Deposit,Transient
107558,50,11,18,2,4,2,0,0,0,0,0,0,68.0,0,0,0,BB,SWE,Offline TA/TO,A,A,No Deposit,Transient
9599,19,52,20,0,1,2,0,0,0,0,0,0,48.0,0,0,1,BB,ITA,Online TA,A,A,No Deposit,Transient
12592,313,27,7,2,5,2,0,0,0,0,0,0,119.08,0,2,1,BB,PRT,Online TA,A,A,No Deposit,Transient
13759,98,35,30,0,3,2,0,0,0,0,0,0,210.0,0,1,1,BB,BRA,Online TA,D,D,No Deposit,Transient
46181,38,3,15,1,2,2,0,0,0,0,0,0,55.59,0,0,0,BB,ITA,Online TA,A,A,No Deposit,Transient
118404,311,35,28,1,0,2,0,0,0,0,0,0,89.1,0,0,0,SC,PRT,Online TA,A,A,No Deposit,Transient
96249,192,37,5,1,3,2,0,0,0,0,0,0,107.1,0,2,0,BB,POL,Online TA,A,A,No Deposit,Transient
12673,16,28,12,0,3,2,0,0,0,0,1,1,192.38,0,1,1,BB,PRT,Direct,E,E,No Deposit,Transient
31237,68,53,29,2,5,2,0,0,0,0,1,0,94.29,0,1,1,Undefined,FRA,Offline TA/TO,A,A,No Deposit,Transient
108015,49,13,30,0,1,1,0,0,0,0,0,0,79.2,0,0,0,SC,GBR,Online TA,A,A,No Deposit,Transient
59233,43,45,1,0,3,2,0,0,0,0,0,0,104.4,0,1,0,BB,ESP,Online TA,A,A,No Deposit,Transient
82228,68,8,17,0,2,2,0,0,1,0,0,0,75.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
29265,3,45,1,0,4,2,0,0,0,0,1,0,62.0,0,0,1,BB,IRL,Online TA,A,A,No Deposit,Transient
48636,101,15,6,0,3,2,0,0,0,0,0,0,90.3,0,1,0,BB,AUS,Online TA,A,A,No Deposit,Transient
67109,189,18,5,1,2,2,0,0,0,0,0,0,100.0,0,0,0,BB,PRT,Groups,A,A,No Deposit,Transient-Party
97025,11,10,6,1,0,2,0,0,0,1,0,0,108.0,0,2,0,BB,GBR,Online TA,A,A,No Deposit,Transient
109795,7,17,26,0,2,1,0,0,0,0,0,0,67.0,1,0,0,BB,PRT,Corporate,A,A,No Deposit,Transient
65565,166,15,14,0,2,2,0,0,0,0,2,0,114.0,0,1,0,SC,PRT,Online TA,A,A,No Deposit,Transient
14360,275,41,4,2,0,2,0,0,26,0,0,0,50.0,0,0,1,HB,PRT,Offline TA/TO,A,A,Non Refund,Transient
10564,112,11,15,0,3,1,0,0,0,0,0,0,40.0,0,0,1,BB,PRT,Corporate,A,A,No Deposit,Transient-Party
114351,205,26,27,0,3,2,0,0,0,0,0,0,117.0,0,1,0,BB,NLD,Online TA,A,A,No Deposit,Transient
2601,119,43,23,2,3,2,0,0,0,0,0,0,44.5,0,1,1,BB,GBR,Offline TA/TO,A,C,No Deposit,Contract
99334,70,43,18,0,2,2,0,0,0,0,0,0,97.2,0,2,0,SC,CHN,Online TA,A,A,No Deposit,Transient
108833,3,14,8,2,2,2,0,0,0,0,0,0,150.0,0,2,0,SC,ESP,Online TA,A,A,No Deposit,Transient
96171,61,36,1,2,5,2,0,0,0,0,0,0,95.66,0,1,0,SC,RUS,Online TA,A,A,No Deposit,Transient
78044,4,42,12,1,0,1,0,0,0,0,0,0,65.0,0,0,0,BB,PRT,Corporate,A,A,No Deposit,Transient
56344,317,38,15,0,2,2,0,0,0,0,0,0,120.0,0,0,0,BB,PRT,Offline TA/TO,A,A,Non Refund,Transient
16313,221,41,10,1,1,2,0,0,1,0,0,0,34.0,0,0,1,HB,PRT,Offline TA/TO,A,A,No Deposit,Transient
63415,134,8,25,0,1,1,0,0,0,0,0,0,75.0,0,0,0,BB,PRT,Groups,A,A,No Deposit,Transient-Party
52068,26,24,8,0,1,2,0,0,0,0,0,0,120.0,0,0,0,BB,PRT,Offline TA/TO,A,A,No Deposit,Transient-Party
107654,116,12,24,0,2,1,0,0,0,0,0,0,90.0,0,0,0,BB,FRA,Groups,A,A,No Deposit,Transient-Party
66394,88,17,26,0,3,2,0,0,0,0,0,0,140.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
59333,304,45,3,0,3,2,0,0,0,0,0,0,89.0,0,0,0,BB,PRT,Offline TA/TO,A,A,Non Refund,Transient
20497,2,7,12,0,2,2,0,0,0,0,0,0,95.0,0,0,1,HB,PRT,Direct,D,D,No Deposit,Transient
52014,56,24,8,0,1,2,0,0,0,0,0,0,120.0,0,0,0,BB,PRT,Offline TA/TO,A,A,No Deposit,Transient-Party
118116,115,34,20,2,3,1,0,0,0,0,1,0,125.0,0,0,0,BB,DEU,Offline TA/TO,A,A,No Deposit,Transient-Party
96480,240,37,10,1,1,2,0,0,0,0,0,0,96.0,0,1,0,HB,ITA,Groups,A,A,No Deposit,Transient-Party
57242,315,40,30,1,2,2,0,0,0,0,0,69,160.0,0,0,0,HB,PRT,Offline TA/TO,A,A,Non Refund,Transient
37934,104,28,11,1,5,2,0,0,0,0,0,0,203.0,0,1,1,BB,DEU,Online TA,D,D,No Deposit,Transient
93896,149,31,26,2,8,2,0,0,0,0,0,0,90.95,0,1,0,BB,BEL,Direct,A,A,No Deposit,Transient
62010,38,2,14,0,1,1,0,0,0,0,0,0,75.0,0,0,0,BB,PRT,Corporate,A,A,Non Refund,Transient
88065,1,19,6,1,2,1,0,0,0,0,1,0,105.0,0,0,0,BB,PRT,Corporate,A,A,No Deposit,Transient
59989,50,46,12,2,2,2,0,0,0,0,0,0,85.75,0,0,0,BB,PRT,Direct,A,A,No Deposit,Transient
93411,34,31,29,0,1,2,1,0,0,0,0,0,152.1,0,0,0,BB,PRT,Online TA,A,D,No Deposit,Transient
55823,420,36,3,2,2,2,0,0,0,0,0,0,75.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
65199,191,14,6,2,3,2,0,0,0,0,0,0,88.4,0,0,0,BB,PRT,Online TA,A,A,No Deposit,Transient
115998,243,29,20,0,3,2,0,0,0,0,0,0,65.18,0,0,0,SC,GBR,Online TA,A,A,No Deposit,Transient
69924,129,24,17,2,1,2,0,0,0,0,0,0,99.0,0,0,0,SC,NLD,Online TA,A,A,No Deposit,Transient
62480,61,4,25,0,2,2,0,0,0,0,0,0,80.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
29888,116,47,18,0,2,1,0,0,0,0,0,0,39.8,0,2,1,BB,IRL,Online TA,A,D,No Deposit,Transient
113426,423,24,14,0,3,2,0,0,0,0,0,0,112.67,0,1,0,BB,AUS,Groups,A,A,No Deposit,Transient-Party
11714,313,21,27,2,5,2,0,0,0,0,0,0,59.79,0,1,1,BB,GBR,Online TA,A,A,No Deposit,Transient
1670,12,37,8,2,5,2,0,0,0,0,0,0,133.0,1,0,1,BB,PRT,Direct,F,G,No Deposit,Transient
41964,61,36,5,2,2,2,0,0,0,0,0,0,62.0,0,0,0,BB,PRT,Groups,A,A,No Deposit,Transient-Party
31516,58,2,11,0,3,2,0,0,0,0,0,0,82.0,0,2,1,HB,ESP,Online TA,D,D,No Deposit,Transient
28752,9,44,23,0,0,2,0,0,0,0,5,0,0.0,0,1,1,BB,PRT,Groups,A,G,No Deposit,Transient-Party
35253,105,17,27,0,3,2,0,0,0,0,0,0,108.33,0,1,1,BB,ESP,Online TA,E,E,No Deposit,Transient
44997,100,44,31,1,1,1,0,0,0,0,0,0,60.0,0,0,0,BB,PRT,Groups,A,A,No Deposit,Transient-Party
22649,5,15,9,2,5,2,0,0,0,0,0,0,99.5,0,0,1,Undefined,GBR,Offline TA/TO,D,D,No Deposit,Contract
89211,5,22,24,0,2,1,0,0,0,0,1,0,100.0,0,0,0,BB,OTHER,Corporate,A,A,No Deposit,Transient-Party
8382,56,40,26,1,3,1,2,0,0,0,0,0,169.0,0,0,1,BB,IRL,Online TA,G,G,No Deposit,Transient
36709,0,23,9,0,1,1,0,0,0,0,0,0,127.0,0,0,1,BB,PRT,Direct,A,A,No Deposit,Transient
35161,0,19,8,0,0,2,0,0,0,0,0,0,0.0,0,0,1,BB,PRT,Direct,G,G,No Deposit,Transient
54782,405,33,10,0,2,2,0,0,0,0,0,0,65.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
43298,86,39,24,0,2,1,0,0,0,0,1,0,87.5,0,0,0,BB,FRA,Offline TA/TO,A,A,No Deposit,Transient-Party
7256,186,32,31,2,5,2,0,0,0,0,0,0,167.4,0,0,1,FB,PRT,Offline TA/TO,E,E,No Deposit,Transient
73136,158,35,29,0,5,1,0,0,0,0,0,0,88.96,0,0,0,SC,PRT,Online TA,A,A,No Deposit,Transient
13718,152,35,28,1,3,2,0,0,0,0,0,0,141.0,0,0,1,BB,PRT,Offline TA/TO,D,D,No Deposit,Transient
105744,18,8,23,0,1,3,0,0,0,0,0,0,158.0,0,0,0,BB,USA,Online TA,D,D,No Deposit,Transient
5975,40,21,18,0,2,1,0,0,0,0,0,0,55.0,0,0,1,BB,PRT,Groups,A,A,Non Refund,Transient
71445,172,29,16,2,2,1,0,0,0,0,0,0,98.1,0,0,0,BB,PRT,Online TA,A,A,No Deposit,Transient
55857,0,37,4,2,0,3,0,0,0,0,0,0,187.5,0,0,0,BB,DEU,Direct,D,D,No Deposit,Transient
8250,244,39,20,2,5,2,2,0,0,0,0,0,135.0,0,2,1,BB,PRT,Online TA,G,G,No Deposit,Transient
114045,54,25,24,1,1,2,0,0,0,0,0,0,120.0,0,1,0,SC,DEU,Online TA,A,A,No Deposit,Transient
3709,114,53,31,0,2,2,0,0,0,0,0,0,95.85,0,0,1,BB,PRT,Direct,E,E,No Deposit,Transient
45313,89,48,23,1,2,2,0,0,0,0,0,0,72.25,0,2,0,BB,PRT,Online TA,A,A,No Deposit,Contract
1218,16,34,19,0,4,2,0,0,0,0,1,0,192.0,0,2,1,BB,IRL,Direct,D,D,No Deposit,Transient
3455,149,51,13,6,13,1,0,0,0,0,0,0,31.12,0,2,1,BB,PRT,Online TA,A,A,No Deposit,Transient
95191,21,34,19,2,3,3,0,0,0,0,1,0,194.8,0,0,0,HB,MAR,Online TA,A,A,No Deposit,Transient
38007,316,27,6,4,10,2,0,0,0,0,0,0,145.1,0,3,1,BB,NOR,Online TA,D,D,No Deposit,Transient
10252,22,8,23,0,2,2,0,0,0,0,0,0,46.0,0,0,1,Undefined,PRT,Groups,A,D,No Deposit,Transient-Party
40672,0,33,13,1,3,2,0,0,0,0,0,0,146.0,0,1,0,BB,PRT,Online TA,A,A,No Deposit,Contract
34151,77,13,26,2,3,2,0,0,0,0,0,0,95.2,0,3,1,HB,POL,Online TA,D,D,No Deposit,Transient
62955,67,7,12,2,0,2,0,0,0,0,0,0,80.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
68166,165,20,19,2,2,2,0,0,0,0,0,0,225.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
104850,18,6,6,1,2,2,0,1,0,0,1,0,77.0,0,1,0,BB,FRA,Direct,A,A,No Deposit,Transient
28326,162,41,4,2,5,2,0,0,0,0,2,0,87.86,0,1,1,BB,IRL,Online TA,E,E,No Deposit,Transient
7994,211,37,7,0,3,1,0,0,0,0,0,0,89.0,0,0,1,BB,PRT,Groups,D,D,Non Refund,Transient
70629,91,26,28,0,4,2,0,0,0,0,0,0,120.0,0,0,0,SC,GBR,Online TA,A,A,No Deposit,Transient
59969,138,46,12,0,1,1,0,0,0,0,0,0,79.2,0,1,0,SC,BRA,Online TA,A,A,No Deposit,Transient
84300,5,10,1,0,3,1,0,0,0,0,0,0,51.0,0,0,0,BB,PRT,Groups,A,B,No Deposit,Transient-Party
12555,164,27,5,0,4,2,0,0,0,0,0,0,142.0,0,0,1,HB,ESP,Online TA,A,A,No Deposit,Transient
78262,14,42,15,0,2,1,0,0,0,0,0,0,100.0,0,0,0,BB,OTHER,Offline TA/TO,A,A,No Deposit,Transient-Party
52497,188,25,15,0,2,1,0,0,0,0,0,39,130.0,0,0,0,BB,PRT,Offline TA/TO,A,A,Non Refund,Transient
73668,363,42,15,0,2,2,0,0,1,0,0,0,62.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Contract
65760,128,16,16,2,1,2,0,0,0,0,0,0,100.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
69849,39,24,16,0,2,1,0,0,0,0,0,0,140.0,0,1,0,SC,IRL,Online TA,A,A,No Deposit,Transient
48453,67,15,3,2,1,2,0,0,0,0,0,0,85.5,0,0,0,SC,GBR,Online TA,A,A,No Deposit,Transient
50345,91,20,10,0,2,2,0,0,0,0,0,0,75.0,0,0,0,BB,PRT,Offline TA/TO,A,A,No Deposit,Transient-Party
32194,0,5,31,0,1,1,0,0,0,0,0,0,43.0,0,0,1,BB,PRT,Online TA,A,D,No Deposit,Transient
17597,153,44,29,0,3,2,0,0,0,0,0,0,42.0,1,0,1,BB,PRT,Groups,A,A,No Deposit,Transient
31113,31,53,30,0,2,2,0,0,0,0,0,0,305.0,0,1,1,HB,PRT,Groups,A,A,No Deposit,Transient-Party
98943,185,42,10,1,3,2,0,0,0,0,0,0,113.4,0,2,0,BB,NLD,Online TA,A,A,No Deposit,Transient
116307,67,30,24,1,3,2,0,0,0,0,0,0,112.05,0,1,0,BB,ESP,Direct,A,A,No Deposit,Transient
34604,22,15,10,1,2,2,0,0,0,0,0,0,120.67,1,1,1,HB,ESP,Online TA,A,A,No Deposit,Transient-Party
71937,120,30,29,0,1,3,0,0,0,0,3,0,195.0,0,1,0,BB,PRT,Online TA,D,D,No Deposit,Transient
106790,66,10,10,1,2,2,0,0,0,0,0,0,80.0,0,1,0,BB,FRA,Groups,A,A,No Deposit,Transient-Party
15797,41,34,19,0,2,3,0,0,0,0,2,0,219.3,0,2,1,BB,USA,Online TA,A,F,No Deposit,Transient
59959,54,46,11,1,2,2,0,0,0,0,0,0,79.2,0,0,0,SC,ESP,Online TA,A,A,No Deposit,Transient
64397,52,12,20,1,4,2,0,0,0,0,2,0,92.88,0,0,0,BB,GBR,Online TA,A,A,No Deposit,Transient
83125,59,6,6,2,2,2,0,0,0,0,0,0,62.0,0,0,0,BB,AUT,Groups,A,A,No Deposit,Transient-Party
61324,113,53,27,0,3,2,0,0,0,0,0,0,114.9,0,0,0,BB,NLD,Online TA,D,D,No Deposit,Transient
83125,59,6,6,2,2,2,0,0,0,0,0,0,62.0,0,0,0,BB,AUT,Groups,A,A,No Deposit,Transient-Party
4022,140,7,12,0,2,2,0,0,0,0,0,0,50.0,0,0,1,HB,PRT,Groups,A,A,Non Refund,Transient
49755,160,18,27,2,4,2,0,0,0,0,0,71,90.0,0,0,0,BB,PRT,Offline TA/TO,A,A,Non Refund,Transient
87177,6,18,24,1,0,3,0,0,0,0,0,0,146.0,1,2,0,BB,FRA,Online TA,D,D,No Deposit,Transient
105998,3,9,27,1,0,1,0,0,0,0,0,0,62.4,0,0,0,SC,USA,Online TA,A,A,No Deposit,Transient
83176,19,7,7,2,1,2,0,0,0,0,0,0,82.8,0,2,0,BB,ESP,Online TA,D,D,No Deposit,Transient
91558,228,27,26,2,3,2,0,0,0,0,0,0,77.23,0,1,0,BB,GBR,Online TA,A,A,No Deposit,Transient
9441,214,49,30,0,3,2,0,0,0,0,0,0,54.0,0,0,1,BB,LUX,Online TA,A,A,No Deposit,Transient
52187,282,24,9,0,3,2,0,0,0,0,0,48,73.33,0,1,0,BB,FRA,Groups,A,A,No Deposit,Transient-Party
86021,67,15,3,2,1,2,0,0,0,0,0,0,109.8,0,1,0,BB,CHE,Online TA,D,D,No Deposit,Transient
47738,393,12,19,2,1,2,0,0,0,0,0,0,70.53,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
81829,108,12,18,0,2,2,0,0,1,0,0,0,80.0,0,0,0,BB,PRT,Offline TA/TO,A,A,Non Refund,Transient
10992,70,15,14,1,2,2,0,0,0,0,0,0,91.67,0,1,1,BB,BEL,Online TA,D,D,No Deposit,Transient
37871,126,28,12,0,3,2,0,0,0,0,0,0,120.0,0,1,1,BB,IRL,Online TA,A,A,No Deposit,Transient
84972,108,12,13,2,2,2,0,0,0,0,0,0,59.37,0,0,0,BB,PRT,Online TA,A,A,No Deposit,Transient
73663,356,41,8,0,2,2,0,0,1,0,0,0,62.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Contract
41978,55,37,6,2,0,1,0,0,0,0,1,0,75.0,0,0,0,BB,FRA,Groups,A,D,No Deposit,Transient-Party
96647,63,38,12,1,1,2,0,0,0,0,0,0,125.1,0,2,0,SC,FRA,Online TA,A,A,No Deposit,Transient
94759,0,34,17,0,1,2,1,0,0,0,1,0,146.0,0,2,0,BB,FRA,Offline TA/TO,A,D,No Deposit,Transient
99856,32,44,25,0,3,2,0,0,0,0,0,0,85.0,0,1,0,BB,FRA,Offline TA/TO,A,A,No Deposit,Transient
32038,121,4,22,2,5,2,0,0,0,0,0,0,72.0,0,0,1,HB,GBR,Groups,E,E,No Deposit,Transient-Party
67243,91,18,6,2,5,2,0,0,0,0,0,0,164.57,0,0,0,BB,DEU,Online TA,E,E,No Deposit,Transient
55209,164,34,19,2,3,2,0,0,0,0,1,0,133.45,0,0,0,HB,POL,Online TA,A,A,No Deposit,Transient
102660,53,51,15,0,3,2,0,0,0,0,0,0,79.2,0,0,0,SC,FRA,Online TA,A,A,No Deposit,Transient
5308,138,18,25,1,2,2,0,0,0,0,0,0,65.0,0,0,1,BB,PRT,Groups,E,E,Non Refund,Transient
93420,0,31,28,0,2,2,0,0,0,0,1,0,139.0,0,0,0,BB,ESP,Direct,A,A,No Deposit,Transient
113449,39,24,13,0,4,1,0,0,0,0,2,0,80.0,0,0,0,BB,PRT,Groups,A,A,No Deposit,Transient-Party
103056,83,53,26,1,2,2,0,0,0,0,0,0,102.6,0,1,0,BB,ESP,Online TA,D,D,No Deposit,Transient
83567,99,8,19,0,1,1,0,0,0,0,0,0,81.0,0,0,0,BB,PRT,Corporate,A,E,No Deposit,Transient-Party
97964,64,40,28,0,3,2,0,0,0,0,0,0,101.52,0,0,0,BB,PRT,Offline TA/TO,A,A,No Deposit,Transient
2544,118,43,21,2,4,2,1,0,0,0,0,0,45.55,0,2,1,BB,PRT,Online TA,A,A,No Deposit,Transient
102545,9,51,13,0,1,1,0,0,0,0,0,0,88.0,0,2,0,BB,ESP,Direct,A,A,No Deposit,Transient
100301,87,45,31,1,2,2,0,0,0,0,0,0,69.53,0,2,0,BB,BEL,Online TA,A,A,No Deposit,Transient
66308,156,17,26,0,3,2,0,0,0,0,0,0,100.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
27713,15,39,21,0,2,1,0,0,0,0,0,0,140.0,1,0,1,BB,PRT,Online TA,D,D,No Deposit,Transient
68405,423,21,23,0,1,2,0,0,0,0,0,0,90.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
28562,14,43,18,0,1,1,0,0,0,0,0,0,0.0,0,0,1,HB,PRT,Groups,A,A,No Deposit,Transient
114510,126,26,29,1,3,3,0,0,0,0,0,0,157.05,0,0,0,BB,DEU,Online TA,D,D,No Deposit,Transient
36407,203,21,25,2,5,2,0,0,0,0,1,0,59.71,0,0,1,BB,GBR,Groups,A,A,No Deposit,Transient-Party
43334,56,39,25,2,2,2,0,0,0,0,0,0,185.0,0,0,0,BB,PRT,Offline TA/TO,A,F,No Deposit,Transient-Party
8373,71,40,25,2,1,1,0,0,0,0,0,0,90.33,0,0,1,BB,FRA,Online TA,A,A,No Deposit,Transient
78979,12,44,25,2,1,2,0,0,0,0,0,0,85.67,0,0,0,BB,PRT,Groups,A,A,No Deposit,Transient-Party
62560,14,5,29,6,12,2,0,0,0,0,0,0,74.8,0,0,0,SC,AGO,Online TA,A,A,No Deposit,Transient
68228,420,20,20,2,1,2,0,0,0,0,0,0,90.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
24920,192,24,11,4,10,2,0,0,0,0,1,0,51.85,0,0,1,BB,GBR,Offline TA/TO,A,A,No Deposit,Contract
