,lead_time,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,previous_cancellations,previous_bookings_not_canceled,booking_changes,days_in_waiting_list,adr,required_car_parking_spaces,total_of_special_requests,hotel_Resort Hotel,meal,country,market_segment,reserved_room_type,assigned_room_type,deposit_type,customer_type
88479,12,21,16,1,0,2,1,0,0,0,0,0,129.5,0,2,0,BB,PRT,Online TA,A,B,No Deposit,Transient
47840,46,13,21,1,3,3,0,0,0,0,0,0,124.1,0,1,0,BB,DNK,Online TA,D,E,No Deposit,Transient
102090,16,49,2,0,2,2,0,0,0,0,0,0,91.5,0,1,0,SC,DEU,Online TA,A,D,No Deposit,Transient
86862,70,17,17,2,1,2,0,0,0,0,0,0,99.3,0,0,0,BB,PRT,Online TA,A,A,No Deposit,Transient
84159,0,10,2,0,1,1,0,0,0,0,0,0,89.0,0,0,0,SC,ESP,Online TA,A,A,No Deposit,Transient
74661,292,32,5,0,2,2,0,0,1,0,0,0,62.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient-Party
80924,21,50,10,0,2,2,0,0,0,0,0,0,70.0,0,0,0,BB,ARG,Offline TA/TO,A,A,No Deposit,Transient
111257,201,20,14,2,2,2,0,0,0,0,0,0,125.1,0,5,0,BB,GBR,Online TA,A,A,No Deposit,Transient
41485,3,35,29,0,1,2,2,0,0,0,0,0,156.0,0,0,0,BB,GBR,Online TA,F,F,No Deposit,Contract
64186,37,11,15,0,2,2,0,0,0,0,0,0,110.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
111545,2,20,18,0,3,2,0,0,0,0,0,0,160.0,0,0,0,SC,PRT,Online TA,A,A,No Deposit,Transient
74983,355,41,7,0,2,2,0,0,1,0,0,0,62.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient-Party
4258,119,9,27,2,6,1,0,0,0,0,0,0,35.1,0,0,1,BB,PRT,Online TA,A,A,No Deposit,Transient
25115,60,27,30,0,3,2,0,0,0,0,0,0,218.33,1,0,1,BB,BRA,Online TA,G,G,No Deposit,Transient
23656,7,20,11,0,1,2,0,0,0,0,0,0,70.0,0,0,1,BB,GBR,Direct,A,C,No Deposit,Transient-Party
112190,185,21,25,1,3,2,0,0,0,0,0,0,138.83,0,1,0,BB,NLD,Online TA,D,D,No Deposit,Transient
75907,358,41,10,1,1,2,0,0,1,0,0,0,62.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
64626,278,12,25,2,1,2,0,0,0,0,0,0,90.0,0,0,0,BB,PRT,Offline TA/TO,A,A,Non Refund,Transient
57626,83,41,6,1,3,1,0,0,0,0,0,0,132.3,0,0,0,BB,DEU,Online TA,D,D,No Deposit,Transient
61282,124,53,26,1,3,2,1,0,0,0,0,0,105.61,0,2,0,BB,FRA,Online TA,D,D,No Deposit,Transient
60749,113,50,6,0,4,2,0,0,0,0,0,0,117.3,0,3,0,HB,ESP,Online TA,A,A,No Deposit,Transient
34092,226,12,25,2,2,1,0,0,0,0,0,0,28.64,0,0,1,BB,IRL,Online TA,A,C,No Deposit,Transient-Party
27364,187,37,9,1,2,2,0,0,0,0,0,0,146.0,0,0,1,BB,ROU,Online TA,D,D,No Deposit,Transient
111819,54,21,21,2,2,2,0,0,0,0,0,0,228.0,0,1,0,HB,FRA,Online TA,D,D,No Deposit,Transient
102207,102,50,6,0,1,3,0,0,0,0,0,0,126.0,0,0,0,BB,ITA,Online TA,D,D,No Deposit,Transient
110844,33,19,8,1,2,1,0,0,0,0,2,0,130.0,0,1,0,BB,GBR,Groups,A,A,No Deposit,Transient-Party
43608,30,40,30,0,2,2,0,0,0,0,0,0,121.0,0,0,0,HB,PRT,Offline TA/TO,A,A,Non Refund,Transient
56975,418,40,26,1,2,2,0,0,0,0,0,223,107.0,0,0,0,HB,DEU,Offline TA/TO,A,D,No Deposit,Transient-Party
77426,17,39,26,2,2,1,0,0,0,0,1,0,170.0,0,0,0,BB,FRA,Groups,A,A,No Deposit,Transient-Party
5029,27,16,14,0,1,2,0,0,0,0,0,0,65.0,0,0,1,BB,PRT,Online TA,A,A,No Deposit,Transient
78755,12,43,20,0,4,2,0,0,0,0,0,0,146.0,0,1,0,BB,GBR,Direct,E,E,No Deposit,Group
87806,79,18,30,2,3,2,0,0,0,0,0,0,105.0,0,0,0,HB,PRT,Offline TA/TO,A,D,No Deposit,Transient
86586,93,16,12,0,3,2,0,0,0,0,0,0,96.3,0,3,0,BB,FRA,Online TA,A,A,No Deposit,Transient-Party
58886,199,44,28,0,2,2,0,0,0,0,0,0,95.0,0,0,0,BB,PRT,Groups,A,A,No Deposit,Transient-Party
95745,208,36,29,1,2,2,0,0,0,0,0,0,90.95,0,2,0,BB,CN,Offline TA/TO,D,D,No Deposit,Transient
49065,14,16,15,0,2,2,0,0,0,0,0,0,142.0,0,0,0,BB,ITA,Online TA,D,D,No Deposit,Transient
60976,524,51,15,0,2,2,0,0,0,0,0,0,62.8,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
36651,183,23,7,0,1,1,0,0,0,0,0,0,95.0,0,0,1,BB,DNK,Offline TA/TO,E,E,No Deposit,Transient-Party
96802,1,38,14,0,2,1,0,0,0,0,0,0,90.0,0,0,0,BB,ESP,Direct,A,A,No Deposit,Transient
44627,68,42,17,2,4,2,0,0,0,0,0,0,65.29,0,1,0,BB,AUT,Online TA,A,A,No Deposit,Transient
3383,45,49,5,2,1,2,0,0,0,0,0,0,68.0,0,0,1,Undefined,PRT,Groups,A,A,No Deposit,Transient-Party
27564,145,38,15,0,3,2,0,0,0,0,0,0,131.0,0,1,1,BB,USA,Online TA,A,D,No Deposit,Transient
31101,10,53,31,0,1,2,2,0,0,0,0,0,180.0,0,0,1,BB,USA,Online TA,G,G,No Deposit,Transient
67705,104,20,15,1,2,1,0,0,0,0,0,0,160.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
103910,8,2,13,1,2,2,1,0,0,0,0,0,118.0,0,2,0,BB,FRA,Online TA,A,A,No Deposit,Transient
96325,38,37,7,0,3,2,0,0,0,0,0,0,136.8,0,1,0,BB,ISR,Online TA,D,D,No Deposit,Transient
98802,4,42,10,1,2,1,0,0,0,0,0,0,159.0,0,0,0,BB,ESP,Corporate,A,A,No Deposit,Transient
96317,57,36,3,2,5,2,0,0,0,0,0,0,135.99,0,1,0,BB,AUS,Online TA,F,F,No Deposit,Transient
51772,13,23,2,0,3,2,0,0,0,0,0,0,152.67,0,0,0,BB,DNK,Online TA,D,D,No Deposit,Transient
86918,0,19,9,0,1,1,0,0,0,1,0,0,165.0,0,0,0,BB,DEU,Aviation,D,D,No Deposit,Transient
115390,414,28,13,0,2,1,0,0,0,0,1,0,95.5,0,0,0,HB,DEU,Groups,A,B,No Deposit,Transient-Party
6832,272,28,5,2,5,1,0,0,0,0,0,0,55.65,0,3,1,HB,GBR,Offline TA/TO,A,A,No Deposit,Contract
37007,73,24,15,1,3,2,0,0,0,0,0,0,170.0,0,1,1,BB,GBR,Online TA,E,E,No Deposit,Transient
107828,35,13,26,2,0,2,0,0,0,0,0,0,123.0,0,0,0,BB,PRT,Online TA,D,D,No Deposit,Transient
39945,16,30,25,2,1,1,0,0,0,0,2,0,63.0,0,0,0,HB,PRT,Groups,A,A,No Deposit,Transient-Party
86697,26,16,15,0,2,2,1,0,0,0,0,0,145.0,0,2,0,BB,FRA,Online TA,A,D,No Deposit,Transient
45703,11,52,25,1,2,2,0,0,0,0,0,0,80.41,0,0,0,BB,FRA,Online TA,B,B,No Deposit,Transient
22532,57,15,5,2,5,2,0,0,0,0,0,0,43.47,0,0,1,BB,IRL,Offline TA/TO,A,C,No Deposit,Transient
84371,30,10,4,0,2,2,0,0,0,0,1,0,116.3,0,1,0,BB,CHE,Online TA,D,D,No Deposit,Transient-Party
48136,72,13,26,1,1,2,0,0,0,0,0,0,96.0,0,0,0,HB,PRT,Groups,A,A,Non Refund,Transient
116405,36,30,28,0,1,2,1,0,0,0,0,0,144.0,0,1,0,BB,FRA,Online TA,A,D,No Deposit,Transient
19780,0,4,19,0,2,1,0,0,0,0,1,0,0.0,1,0,1,BB,PRT,Complementary,D,D,No Deposit,Transient
12471,303,26,1,3,6,2,0,0,0,0,0,0,108.1,0,3,1,BB,IRL,Online TA,D,D,No Deposit,Transient
38219,210,30,24,1,2,2,0,0,0,0,0,0,183.75,0,1,1,HB,HUN,Online TA,A,A,No Deposit,Transient-Party
69185,41,23,4,2,2,2,0,0,0,0,0,0,135.0,0,1,0,SC,CHN,Online TA,A,A,No Deposit,Transient
76761,256,38,14,1,2,2,0,0,0,0,0,0,76.67,0,0,0,BB,PRT,Offline TA/TO,A,A,No Deposit,Transient-Party
43470,88,39,26,2,2,2,0,0,0,0,0,0,170.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
103146,0,40,2,0,1,2,0,0,0,0,0,0,0.0,0,1,0,BB,PRT,Complementary,E,E,No Deposit,Transient
54818,156,33,11,0,1,1,0,0,0,0,0,0,108.9,0,0,0,BB,FRA,Online TA,A,A,No Deposit,Transient
16948,88,41,5,1,4,2,0,0,0,0,1,0,6.0,1,0,1,BB,CN,Complementary,A,C,No Deposit,Transient
75724,221,40,3,2,1,2,0,0,1,0,0,0,86.0,0,0,0,HB,PRT,Groups,A,A,Non Refund,Transient-Party
78448,15,42,15,2,3,2,0,0,0,0,0,0,142.6,1,1,0,BB,PRT,Online TA,A,A,No Deposit,Contract
15868,78,33,11,3,10,2,0,0,0,0,0,0,134.0,1,1,1,BB,FRA,Online TA,A,A,No Deposit,Transient
32339,80,5,4,1,1,2,0,0,0,0,0,0,63.65,0,1,1,BB,CHN,Online TA,F,F,No Deposit,Transient-Party
85340,78,13,22,0,2,2,0,0,0,0,0,0,69.7,0,0,0,BB,GBR,Offline TA/TO,D,D,No Deposit,Transient
194,21,28,7,0,3,2,1,0,0,0,0,0,185.5,0,1,1,HB,PRT,Direct,F,F,No Deposit,Transient
25212,173,27,27,3,7,2,0,0,0,0,0,0,60.82,0,1,1,BB,GBR,Offline TA/TO,A,A,No Deposit,Transient
18962,1,51,18,0,1,2,0,0,0,0,0,0,48.0,0,2,1,BB,FRA,Online TA,D,D,No Deposit,Transient
39034,32,33,13,2,5,2,1,0,0,0,0,0,202.5,0,3,1,BB,ROU,Offline TA/TO,E,E,No Deposit,Transient
49288,103,17,19,0,2,1,0,0,0,0,0,0,115.0,0,0,0,BB,PRT,Offline TA/TO,A,A,Non Refund,Transient
1613,32,37,6,1,0,2,0,0,0,0,1,0,149.0,0,0,1,HB,PRT,Offline TA/TO,A,A,No Deposit,Transient
50391,286,20,11,0,4,2,0,0,0,0,1,176,99.0,0,1,0,BB,AUT,Groups,A,A,No Deposit,Transient-Party
8878,386,43,18,0,3,2,0,0,0,0,0,0,50.4,0,2,1,BB,PRT,Direct,A,A,No Deposit,Transient
80254,5,22,24,0,1,1,0,0,1,4,0,0,67.0,1,0,0,BB,PRT,Corporate,A,A,No Deposit,Transient
11872,16,22,3,0,1,1,0,0,0,0,0,0,128.0,0,0,1,HB,DEU,Online TA,A,A,No Deposit,Transient
63915,241,10,9,0,3,2,0,0,0,0,0,0,79.2,0,0,0,SC,DEU,Online TA,A,A,No Deposit,Transient
69176,352,23,4,2,2,2,0,0,0,0,0,0,75.0,0,0,0,BB,PRT,Offline TA/TO,A,A,No Deposit,Transient-Party
97693,5,40,26,1,0,2,0,0,0,0,0,0,84.0,0,0,0,BB,PRT,Corporate,A,D,No Deposit,Transient
39439,1,35,28,1,3,2,0,0,0,0,1,0,212.5,0,3,1,BB,ESP,Online TA,E,E,No Deposit,Transient
19741,25,3,10,4,6,1,0,0,0,0,1,0,39.0,0,2,1,BB,OTHER,Online TA,A,A,No Deposit,Transient
59467,305,45,4,1,2,2,0,0,0,0,0,0,89.0,0,0,0,BB,PRT,Offline TA/TO,A,A,Non Refund,Transient
88575,82,21,16,1,1,2,0,0,0,0,0,0,116.1,0,1,0,SC,FRA,Online TA,A,A,No Deposit,Transient-Party
13968,10,17,18,1,1,1,0,0,0,1,0,0,39.0,0,0,1,BB,PRT,Corporate,A,D,No Deposit,Transient
66193,182,17,23,2,2,2,0,0,0,0,0,0,99.0,0,2,0,SC,NLD,Online TA,A,A,No Deposit,Transient
78906,137,5,27,0,2,1,0,0,1,0,0,45,70.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
99135,377,42,14,0,2,2,0,0,0,0,0,0,115.0,0,1,0,HB,DEU,Offline TA/TO,A,B,No Deposit,Transient-Party
74482,156,28,5,4,6,2,0,0,1,0,0,0,76.5,0,1,0,BB,PRT,Online TA,A,A,No Deposit,Transient
36106,110,21,21,2,2,3,0,0,0,0,0,0,104.94,0,1,1,BB,BEL,Online TA,E,D,No Deposit,Transient
4091,112,7,12,0,2,2,0,0,0,0,0,0,68.0,0,0,1,FB,PRT,Groups,A,A,No Deposit,Transient-Party
86057,55,15,6,0,1,2,0,0,0,0,0,0,104.0,0,0,0,HB,PRT,Offline TA/TO,A,A,No Deposit,Transient-Party
113922,30,25,21,0,3,2,0,0,0,0,1,0,206.67,1,1,0,BB,CHE,Online TA,E,E,No Deposit,Transient
44824,69,44,25,2,1,2,0,0,0,0,0,58,85.67,0,0,0,BB,PRT,Groups,A,D,No Deposit,Transient-Party
27144,27,36,1,0,3,2,0,0,0,0,0,0,191.0,0,1,1,BB,FRA,Online TA,A,A,No Deposit,Transient
14238,399,52,22,0,1,2,0,0,1,0,0,0,36.0,0,0,1,BB,PRT,Online TA,A,A,No Deposit,Transient
21736,0,12,18,0,2,2,0,0,0,0,0,0,58.0,0,0,1,BB,DEU,Online TA,A,A,No Deposit,Transient
85266,5,12,19,2,1,2,0,0,0,0,0,0,93.33,0,0,0,BB,USA,Groups,A,A,No Deposit,Transient-Party
31991,0,4,27,0,1,1,0,0,0,0,1,0,48.0,0,0,1,BB,PRT,Direct,A,A,No Deposit,Transient
78686,444,49,1,0,3,1,0,0,1,0,0,39,75.0,0,0,0,BB,PRT,Offline TA/TO,A,A,Non Refund,Transient
4606,106,13,24,1,3,2,0,0,0,0,0,0,84.0,0,0,1,FB,PRT,Groups,A,A,Non Refund,Transient
108641,75,14,5,0,4,2,0,0,0,0,1,0,95.0,0,0,0,BB,NLD,Offline TA/TO,A,A,No Deposit,Transient-Party
102133,0,50,5,1,0,2,0,0,0,0,0,0,88.0,0,1,0,SC,ESP,Online TA,A,A,No Deposit,Transient
10333,49,9,28,0,2,2,0,0,0,0,1,0,35.0,0,0,1,BB,PRT,Groups,A,C,Non Refund,Transient
43905,88,41,5,1,1,2,0,0,0,0,0,77,112.2,0,0,0,HB,PRT,Offline TA/TO,A,D,No Deposit,Transient-Party
9560,210,51,13,8,20,2,0,0,0,0,0,0,47.57,0,0,1,BB,PRT,Online TA,E,E,No Deposit,Transient
13401,342,33,14,1,4,2,0,0,0,0,0,0,185.4,0,2,1,HB,PRT,Online TA,D,D,No Deposit,Transient
75428,301,33,14,0,2,2,0,0,1,0,0,0,101.5,0,0,0,HB,PRT,Offline TA/TO,A,A,Non Refund,Transient-Party
22941,35,17,22,1,2,2,1,0,0,0,2,0,58.0,0,0,1,BB,PRT,Corporate,A,D,No Deposit,Transient
6516,231,25,15,0,3,2,0,0,0,0,0,0,81.0,0,2,1,BB,IRL,Offline TA/TO,E,E,No Deposit,Transient
56832,59,39,24,1,1,3,0,0,0,0,0,0,168.3,0,0,0,BB,GBR,Online TA,D,D,No Deposit,Transient
49706,88,18,26,0,3,1,0,0,0,0,0,0,90.9,0,1,0,BB,DEU,Online TA,A,A,No Deposit,Transient
26803,85,34,19,2,4,2,2,0,0,0,0,0,271.0,0,0,1,BB,PRT,Online TA,G,G,No Deposit,Transient
66264,96,17,26,0,2,2,0,0,0,0,0,0,130.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
109455,152,16,21,0,1,2,2,0,0,0,1,0,198.0,1,1,0,HB,NLD,Online TA,F,F,No Deposit,Transient
71858,10,30,27,2,3,2,0,0,0,0,0,0,171.6,0,2,0,BB,CHE,Online TA,D,D,No Deposit,Transient
110788,33,19,8,1,2,2,0,0,0,0,1,0,140.0,0,0,0,BB,GBR,Groups,A,A,No Deposit,Transient-Party
65814,285,16,17,1,3,2,1,0,0,0,0,0,126.0,0,1,0,BB,OTHER,Online TA,A,A,No Deposit,Transient
63415,134,8,25,0,1,1,0,0,0,0,0,0,75.0,0,0,0,BB,PRT,Groups,A,A,No Deposit,Transient-Party
74083,360,42,12,1,1,2,0,0,1,0,0,0,62.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Contract
6426,271,24,11,1,1,2,0,0,0,0,0,0,64.8,0,2,1,BB,PRT,Online TA,A,A,No Deposit,Transient
22158,15,14,27,2,2,2,0,0,0,0,0,0,66.5,0,0,1,BB,IRL,Direct,E,E,No Deposit,Transient
60964,181,51,14,0,2,2,0,0,0,0,0,0,124.2,0,0,0,HB,LUX,Online TA,A,A,No Deposit,Transient
4801,163,14,1,2,5,2,0,0,0,0,0,0,60.2,1,2,1,BB,CHE,Online TA,A,D,No Deposit,Transient
72642,36,33,16,0,1,2,0,0,0,0,1,0,100.0,0,0,0,BB,PRT,Online TA,A,A,No Deposit,Transient
64400,162,12,20,1,4,2,0,0,0,0,0,0,68.07,0,1,0,BB,PRT,Online TA,A,A,No Deposit,Transient
39023,94,33,13,2,5,2,0,0,0,0,0,0,167.0,0,0,1,HB,GBR,Offline TA/TO,D,D,No Deposit,Contract
77266,11,40,2,0,2,2,0,0,1,0,0,0,153.5,0,1,0,BB,PRT,Online TA,B,B,No Deposit,Contract
74864,323,36,5,1,1,2,0,0,1,0,0,0,62.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient-Party
98301,7,41,3,1,2,2,0,0,0,0,0,0,117.04,0,1,0,BB,NLD,Online TA,A,A,No Deposit,Transient
114681,299,27,4,0,1,2,0,0,0,0,0,0,99.0,0,1,0,SC,DEU,Online TA,A,A,No Deposit,Transient
73523,307,34,20,0,2,2,0,0,1,0,0,0,62.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Contract
54848,398,33,11,0,2,2,0,0,0,0,0,0,62.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
27493,194,38,11,2,2,2,0,0,0,0,0,0,66.8,0,0,1,BB,CN,Offline TA/TO,A,A,No Deposit,Transient
27776,203,39,19,2,5,2,0,0,0,0,0,0,80.0,0,2,1,BB,OTHER,Online TA,A,A,No Deposit,Transient
89809,14,23,3,1,2,2,0,0,0,0,0,0,149.33,0,1,0,BB,GBR,Online TA,D,D,No Deposit,Transient
85408,131,13,20,2,3,2,0,0,0,0,0,0,59.5,0,0,0,BB,AUT,Offline TA/TO,A,A,No Deposit,Transient
51009,29,21,20,1,2,2,0,0,0,0,0,0,139.6,0,0,0,BB,FRA,Online TA,D,D,No Deposit,Transient
24381,45,23,30,1,5,2,0,0,0,0,1,0,115.0,1,2,1,BB,GBR,Online TA,A,F,No Deposit,Transient
53756,49,29,11,1,0,2,0,0,0,0,0,0,93.15,0,0,0,SC,CHN,Online TA,A,A,No Deposit,Transient
6268,7,23,1,0,1,1,0,0,0,0,0,0,57.0,0,0,1,BB,PRT,Corporate,A,A,No Deposit,Transient
82228,68,8,17,0,2,2,0,0,1,0,0,0,75.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Transient
107544,50,12,22,0,2,1,0,0,0,0,0,0,78.31,0,1,0,BB,GBR,Online TA,D,D,No Deposit,Transient
68117,69,20,19,1,2,2,0,0,0,0,0,0,89.1,0,0,0,BB,PRT,Offline TA/TO,A,A,No Deposit,Transient
39120,38,33,19,2,2,2,0,0,0,0,5,0,262.0,0,1,1,BB,FRA,Online TA,D,D,No Deposit,Transient
28324,158,41,7,2,2,2,0,0,0,0,0,0,81.24,0,2,1,HB,GBR,Online TA,D,E,No Deposit,Transient
6534,247,25,16,2,5,2,0,0,0,0,0,0,98.6,0,0,1,HB,GBR,Offline TA/TO,E,E,No Deposit,Transient
77570,0,40,2,0,2,1,0,0,0,0,2,0,145.0,0,0,0,BB,PRT,Direct,A,E,No Deposit,Transient-Party
94736,3,34,15,1,2,2,0,0,0,0,0,0,228.33,0,1,0,HB,ESP,Online TA,A,A,No Deposit,Transient
26475,47,53,31,1,1,3,0,0,0,1,1,0,315.38,0,2,1,BB,PRT,Direct,D,D,No Deposit,Transient
77200,2,39,23,0,2,1,0,0,0,0,0,0,72.2,0,0,0,BB,PRT,Online TA,A,A,No Deposit,Transient
64004,182,10,11,2,6,2,0,0,0,0,0,0,90.0,0,0,0,BB,PRT,Corporate,A,A,No Deposit,Transient-Party
73946,318,36,31,1,1,2,0,0,1,0,0,0,62.0,0,0,0,BB,PRT,Groups,A,A,Non Refund,Contract
13756,160,35,29,2,6,2,0,0,0,0,0,0,212.5,0,0,1,BB,CHE,Online TA,E,E,No Deposit,Transient
78938,12,44,25,2,1,2,0,0,0,0,0,0,85.67,0,0,0,BB,PRT,Groups,A,D,No Deposit,Transient-Party
116905,129,31,3,0,3,2,0,0,0,0,0,0,80.1,0,1,0,BB,ESP,Offline TA/TO,A,A,No Deposit,Transient
3510,67,52,21,1,5,2,0,0,0,0,0,0,58.5,0,0,1,HB,GBR,Offline TA/TO,A,A,No Deposit,Transient
3877,26,6,4,1,3,2,1,0,0,0,0,0,87.0,0,1,1,BB,PRT,Online TA,G,G,No Deposit,Transient
100599,40,46,6,2,0,2,1,0,0,0,0,0,134.0,0,0,0,BB,RUS,Offline TA/TO,A,A,No Deposit,Transient
17993,1,47,17,0,3,1,0,0,0,0,0,0,4.0,0,0,1,BB,GBR,Offline TA/TO,D,D,No Deposit,Transient
46837,44,8,17,0,3,2,0,0,0,0,0,3,75.0,0,0,0,BB,PRT,Offline TA/TO,A,A,Non Refund,Transient
109006,112,15,12,0,3,2,0,0,0,0,0,0,105.0,0,2,0,SC,ITA,Online TA,A,A,No Deposit,Transient-Party
46888,8,8,19,0,1,1,0,0,0,0,0,0,81.0,0,0,0,BB,PRT,Corporate,A,A,No Deposit,Transient-Party
99709,8,44,25,0,1,1,0,0,0,0,0,0,83.39,0,1,0,SC,FRA,Online TA,A,A,No Deposit,Transient
11785,46,22,31,1,4,2,0,0,0,0,0,0,172.0,0,1,1,HB,PRT,Online TA,A,A,No Deposit,Transient
45766,118,53,28,1,4,2,0,0,0,0,0,0,110.8,0,2,0,BB,ESP,Online TA,A,A,No Deposit,Transient
14098,45,31,3,0,3,3,0,0,1,0,0,0,233.92,0,0,1,BB,PRT,Direct,A,A,No Deposit,Transient
110045,107,17,28,1,2,2,0,0,0,0,0,0,99.0,0,2,0,BB,DEU,Direct,A,A,No Deposit,Transient
14268,259,38,17,0,3,2,0,0,1,0,0,0,40.05,0,0,1,BB,GBR,Groups,A,A,Non Refund,Transient
75730,147,30,21,0,2,2,0,0,1,0,0,0,75.0,0,0,0,BB,PRT,Groups,A,A,No Deposit,Transient
113369,92,24,15,0,1,2,0,0,0,0,0,0,89.1,0,0,0,BB,BEL,Offline TA/TO,A,A,No Deposit,Transient
25120,167,27,26,2,5,2,0,0,0,0,0,0,74.57,0,0,1,BB,IRL,Online TA,A,C,No Deposit,Transient-Party
45956,1,1,2,2,1,2,0,0,0,0,0,0,97.0,0,1,0,BB,ESP,Direct,A,A,No Deposit,Transient
29714,1,47,14,1,1,1,0,0,0,0,0,0,60.0,0,1,1,BB,CHN,Online TA,A,A,No Deposit,Transient
52309,69,25,12,2,4,1,0,0,0,0,0,0,120.0,0,0,0,BB,PRT,Offline TA/TO,A,A,Non Refund,Transient
86215,83,15,7,0,2,2,0,0,0,0,0,0,96.3,0,1,0,BB,DEU,Online TA,A,A,No Deposit,Transient
118164,148,34,21,1,4,3,0,0,0,0,0,0,142.2,0,1,0,BB,ESP,Online TA,E,E,No Deposit,Transient
77893,7,40,28,3,8,2,0,0,0,0,0,0,155.45,0,2,0,BB,OTHER,Online TA,A,A,No Deposit,Contract
98900,11,42,13,0,1,1,0,0,0,0,0,0,139.0,0,0,0,BB,AUT,Direct,A,A,No Deposit,Transient
11674,352,21,25,2,5,2,0,0,0,0,0,0,61.5,0,0,1,BB,PRT,Online TA,D,D,No Deposit,Transient
107551,27,12,19,2,3,2,0,0,0,0,0,0,76.23,0,0,0,BB,PRT,Online TA,D,D,No Deposit,Transient
59613,97,45,5,1,1,2,0,0,0,0,0,0,79.2,0,1,0,SC,GBR,Online TA,A,A,No Deposit,Transient
58947,264,44,28,1,2,2,0,0,0,0,0,0,96.3,0,0,0,BB,CHE,Online TA,A,A,No Deposit,Transient
103082,64,53,26,1,3,2,0,0,0,0,0,0,105.61,0,2,0,BB,FRA,Online TA,D,D,No Deposit,Transient
80612,1,49,3,0,1,1,0,0,0,0,0,0,69.0,0,1,0,BB,PRT,Direct,A,A,No Deposit,Transient
94995,79,34,18,0,3,3,0,0,0,0,0,0,198.3,0,1,0,BB,SWE,Direct,E,E,No Deposit,Transient
95930,0,36,2,0,1,1,0,0,0,0,0,0,150.0,0,0,0,BB,OTHER,Direct,B,B,No Deposit,Transient
111467,84,20,14,2,4,2,0,0,0,0,0,0,118.5,0,0,0,SC,FRA,Online TA,A,A,No Deposit,Transient
76369,8,34,16,2,2,2,0,0,0,0,0,0,90.0,0,0,0,BB,ESP,Online TA,A,A,No Deposit,Transient
10711,0,13,29,0,1,2,0,0,0,0,0,0,8.0,0,0,1,BB,PRT,Direct,A,A,No Deposit,Transient
39854,20,30,22,0,2,3,0,0,0,0,1,0,84.0,0,0,0,BB,PRT,Groups,A,A,No Deposit,Transient-Party
9160,96,45,31,2,5,2,0,0,0,0,0,0,46.8,0,0,1,BB,GBR,Online TA,D,D,No Deposit,Transient
87908,166,19,3,0,4,2,0,0,0,0,0,0,89.25,0,0,0,BB,PRT,Direct,A,A,No Deposit,Transient
